heures_etude,absences,notes_precedentes,heures_sommeil,participation,reseaux_sociaux,motivation,soutien_famille,activite_extra,stress,note_finale,reussite,risque_abandon,niveau
4.435559248783661,5,9.761493630129637,3.7925410499402092,6.0,4.881853073967327,9.0,2.0,2.0,7.0,8.99402888242458,0,0,Passable
5.16882051171981,2,18.57932508272295,4.112142155015546,9.0,6.4431925606762865,8.0,1.0,0.0,7.0,10.30190920055303,1,0,Assez Bien
1.4381295344663583,6,14.691172199705614,7.038581760747886,0.0,5.035664466658682,4.0,5.0,4.0,3.0,8.341893253031193,0,1,Passable
3.6390431886870434,5,14.586709392986048,6.955382922175137,10.0,6.588563586032779,8.0,3.0,5.0,1.0,11.171011458680534,1,0,Assez Bien
5.277306474274665,6,15.090031274956836,7.687109154079872,1.0,0.0,9.0,10.0,4.0,6.0,13.534316843652167,1,0,Bien
2.122516056444243,3,7.504126957330827,10.750450776966776,10.0,3.7908011225729954,3.0,9.0,1.0,3.0,9.641458846790988,0,0,Passable
5.93924504586418,2,6.721723847544663,7.209028072151642,4.0,4.139218695203902,6.0,2.0,4.0,3.0,9.685099834027508,0,0,Passable
3.4984032752029877,1,7.125953979630801,8.196344300669589,1.0,3.705289338662017,8.0,7.0,2.0,3.0,8.162890634381847,0,0,Passable
4.270765625516808,2,15.670771466682432,5.048934128770736,8.0,4.3080012331160695,10.0,8.0,1.0,9.0,10.846148795487615,1,0,Assez Bien
3.495733469426508,3,9.084828738911282,8.535875327033075,3.0,2.9791681890772526,7.0,6.0,5.0,4.0,11.679050013688672,1,1,Assez Bien
9.630695461272344,2,6.6202533621624955,5.947218269778644,8.0,5.972443798621937,9.0,1.0,5.0,5.0,14.450273017453801,1,0,Très Bien
4.966256938155166,7,9.491513299230654,7.142841665162186,10.0,2.6610782651929363,7.0,7.0,5.0,3.0,14.548731169529802,1,0,Très Bien
2.355722677610249,2,10.164880638998804,6.782302749861676,0.0,3.4556425321111974,1.0,10.0,0.0,10.0,5.450395965857128,0,1,Insuffisant
7.056362280257972,4,11.939446457930968,9.065948469828061,0.0,7.61009416058971,9.0,10.0,5.0,1.0,15.093493304683696,1,0,Très Bien
1.9478908750724444,4,11.878328572492151,4.380046891250001,0.0,7.261097596705295,5.0,4.0,3.0,4.0,6.3653363008400925,0,1,Insuffisant
5.522158987511888,0,8.10136802644272,3.0,3.0,4.394086088846638,6.0,10.0,2.0,1.0,9.511119116432639,0,0,Passable
0.10082469030056096,4,13.399797373797988,6.573134605824151,8.0,2.4077794701968984,2.0,9.0,0.0,7.0,4.4175304001769975,0,1,Insuffisant
1.6795348777539236,6,8.762822631874446,7.937062513810249,7.0,0.0,2.0,6.0,1.0,7.0,3.7660344249117745,0,1,Insuffisant
5.492153089672809,4,10.45303282153235,7.304538751615,6.0,3.6716235720853514,4.0,4.0,3.0,4.0,9.22818142565123,0,0,Passable
6.846166449988527,7,13.403709246761743,9.464408474827822,0.0,5.270448594549179,4.0,1.0,0.0,5.0,7.723229880930315,0,0,Insuffisant
5.428420702974926,2,8.753625086194806,7.874745348359337,2.0,2.1970963466024958,5.0,3.0,2.0,10.0,9.219193363444411,0,0,Passable
4.710879294029398,4,9.007270017466018,5.872303336280281,8.0,4.0148218686943045,7.0,10.0,1.0,7.0,11.716405565238498,1,1,Assez Bien
4.247240761026778,5,13.070838173925958,3.0,8.0,3.1289024869820627,1.0,4.0,2.0,6.0,9.394217372938485,0,1,Passable
1.3036950240814313,5,7.997933881882432,6.525375531609564,4.0,0.0,10.0,5.0,2.0,4.0,8.407243323620117,0,0,Passable
3.2003894790132286,1,9.653227917385752,9.055918004515597,5.0,4.292915547619825,4.0,4.0,1.0,4.0,11.001762944788386,1,0,Assez Bien
3.848403072600531,5,12.945097623150124,6.215904434665771,10.0,5.087724516830275,9.0,9.0,5.0,2.0,14.172264991931591,1,0,Très Bien
7.642805565547289,3,18.189323545025914,7.056640527355529,5.0,4.398548453622684,8.0,10.0,4.0,10.0,17.779502350492415,1,0,Très Bien
5.859045723921153,4,13.118915766669613,7.842720508613417,9.0,8.03124441734752,3.0,0.0,2.0,2.0,10.817328247293926,1,1,Assez Bien
0.5923996115931649,2,12.65423917046504,4.969415251500369,3.0,3.1953323274771495,6.0,0.0,5.0,4.0,5.305820532498002,0,0,Insuffisant
5.810209923486988,5,12.857805542854553,8.246471793277635,0.0,2.9967092593475457,9.0,2.0,1.0,5.0,12.983624175493306,1,0,Bien
4.037294298959209,8,7.243834040765327,10.27424358000341,4.0,9.416150474283079,8.0,8.0,2.0,4.0,9.420497156569423,0,1,Passable
3.3076949992351032,4,11.404588585379678,6.654373296213187,0.0,0.878142616395758,7.0,10.0,4.0,3.0,12.57774571555216,1,0,Bien
6.52919072210217,9,10.895817290822594,4.741871156335396,0.0,2.4504491872569494,7.0,1.0,1.0,2.0,11.759507890015207,1,0,Assez Bien
7.577498806239877,3,12.125545891304647,6.866797945956052,10.0,4.902458127569628,1.0,9.0,0.0,4.0,12.833487563971842,1,1,Bien
7.328200297790497,3,11.407778183665547,3.0,4.0,6.81317737855839,5.0,4.0,0.0,5.0,11.66204417087582,1,0,Assez Bien
2.9019561919434036,0,12.328948870959893,7.673806527953232,4.0,6.3370893075322385,7.0,8.0,5.0,1.0,13.870258530195928,1,0,Bien
4.226969060371964,4,9.909864817852794,7.904548755297157,6.0,1.4002982533689692,2.0,6.0,0.0,1.0,8.916740142879421,0,0,Passable
5.82815857850891,4,11.205131210801275,10.351272587691124,1.0,8.069113051953899,6.0,10.0,3.0,6.0,11.34597579742668,1,1,Assez Bien
7.438862817805898,1,6.702600018800528,6.61201041486675,5.0,5.160150667843297,2.0,7.0,2.0,5.0,11.226066039560203,1,0,Assez Bien
3.8020644053867754,3,9.880324526989801,7.81697067629294,1.0,1.9515743623019435,3.0,1.0,2.0,4.0,10.917046386247577,1,0,Assez Bien
4.535852558340457,4,15.867917418618251,5.277423795228198,9.0,2.161998857116265,1.0,4.0,1.0,1.0,7.8554903938831355,0,0,Insuffisant
2.2341625649849295,7,12.115829188698896,6.287145758949842,4.0,4.178866767582503,3.0,8.0,3.0,7.0,6.280408825871867,0,1,Insuffisant
2.009483439798323,4,10.926776369159231,3.949629126675604,3.0,9.380809784858645,7.0,0.0,2.0,4.0,1.3569132780702136,0,1,Insuffisant
7.031314555985495,3,17.636431466890215,6.610420757433529,10.0,4.53112014375287,5.0,0.0,1.0,3.0,14.76971910922778,1,0,Très Bien
8.390600071427057,1,6.237077575946223,6.38938169296287,9.0,9.357903795054632,4.0,9.0,4.0,7.0,12.541637896619182,1,0,Bien
4.819974696049165,5,7.116905555938231,7.598399532177792,4.0,6.19521846269675,8.0,7.0,2.0,2.0,9.213034013975854,0,0,Passable
7.50883224473006,7,16.994489939466956,5.7528062393347215,1.0,0.8442538194456954,8.0,1.0,5.0,10.0,12.11458611417642,1,0,Bien
5.904090062619085,4,11.160863276171268,7.166690701950184,7.0,7.518776035555613,1.0,8.0,2.0,1.0,9.6253971860727,0,1,Passable
3.387200613487189,4,10.150959372985723,6.333239888784669,7.0,1.639621494950119,9.0,9.0,4.0,4.0,12.945074350492186,1,0,Bien
5.9034890137710345,1,6.8027848621652485,6.337001223400971,5.0,2.462220422224397,9.0,8.0,4.0,8.0,11.658822108717482,1,0,Assez Bien
8.845091416164923,8,12.566936932382541,7.16072465192606,2.0,4.689382671550921,2.0,3.0,2.0,6.0,8.642256448425929,0,1,Passable
4.910434902225121,4,12.905609543346118,7.08104588463402,3.0,3.928912112618877,2.0,1.0,4.0,9.0,10.162621989656591,1,1,Assez Bien
8.911609139535015,1,7.1692697370778635,8.522348078103278,0.0,6.2335360896181395,8.0,2.0,1.0,1.0,10.915952181013457,1,0,Assez Bien
0.0,1,10.509035450573501,6.75871393174033,8.0,5.254304831659557,6.0,9.0,2.0,1.0,9.251663671133008,0,0,Passable
7.05475626093806,2,9.825694587884268,6.300229301753994,9.0,3.7051792729950703,3.0,0.0,2.0,5.0,9.396503345854232,0,0,Passable
5.217617670595428,4,11.895920012465698,6.638385109825547,4.0,8.247315386566896,2.0,2.0,0.0,6.0,5.611992326010539,0,1,Insuffisant
4.252481623835331,0,7.082624152227746,5.570671766318015,7.0,2.8136534521354517,5.0,4.0,5.0,8.0,13.338571102792871,1,1,Bien
5.229401941338756,7,15.38181609079605,6.280177812866657,2.0,1.4999383991095576,8.0,2.0,2.0,3.0,18.241147232451645,1,0,Très Bien
0.031077713497768222,4,14.205383235591615,11.062317426146462,3.0,5.1582478148307205,6.0,2.0,0.0,6.0,4.602380757462121,0,1,Insuffisant
4.45082028040622,7,9.728885544435144,5.174642478608266,3.0,3.9545415517716176,3.0,9.0,4.0,3.0,12.101888707093218,1,1,Bien
5.892781428779366,6,10.2425345092657,6.442687332241381,7.0,4.613440654447711,9.0,5.0,5.0,8.0,10.308980775601484,1,1,Assez Bien
8.69473511185379,5,10.522522474028344,6.225022673460619,8.0,5.845403621020243,8.0,2.0,5.0,4.0,12.331811429572124,1,0,Bien
3.7043244543158815,7,8.275920064477239,6.505656775511201,2.0,3.5372679258201964,10.0,2.0,4.0,2.0,7.508465418090101,0,0,Insuffisant
2.978765992767031,6,9.447997036177375,6.33752138224321,6.0,8.646522241696285,6.0,8.0,1.0,9.0,4.919160281186118,0,1,Insuffisant
3.745607391038659,8,10.054053713138869,7.5584802024419995,8.0,4.662466324533187,1.0,1.0,0.0,10.0,2.5334890291530927,0,1,Insuffisant
7.288505294255185,4,16.64503929747495,3.5796497972164114,1.0,2.8740159224215533,2.0,0.0,2.0,8.0,6.92842029138782,0,0,Insuffisant
5.821877774149211,2,14.313164079156529,9.074342945064009,3.0,5.473948112401629,4.0,9.0,0.0,6.0,10.2807444706809,1,0,Assez Bien
3.675599490582403,8,14.271291475678183,8.265165599284394,2.0,3.7862968473824683,2.0,7.0,4.0,3.0,9.77188425321867,0,1,Passable
6.28316858278339,6,12.294739645515365,4.51425682787373,7.0,4.283242049085145,3.0,2.0,4.0,2.0,11.312118595822135,1,0,Assez Bien
5.242693873370101,2,7.0893554687406795,3.0,3.0,1.234668927286228,8.0,6.0,1.0,4.0,10.88810195347721,1,0,Assez Bien
7.421612476332223,5,10.854781133979174,5.045855707717198,8.0,1.5180163120108658,9.0,1.0,5.0,4.0,12.656273998806697,1,0,Bien
3.244867265306619,4,14.39670960864683,6.514667077145755,0.0,6.653975842283478,6.0,10.0,5.0,1.0,7.203066181115829,0,0,Insuffisant
4.180844633505579,3,6.596073797214492,12.0,0.0,0.9141063719266977,4.0,10.0,4.0,9.0,8.665232441087394,0,0,Passable
4.019729617169606,4,13.227936224056425,8.086513929948547,3.0,3.694059417478419,2.0,7.0,0.0,10.0,8.938123082260676,0,1,Passable
1.3412126296697036,3,19.129132288419683,3.384820701637085,2.0,4.814626594631597,7.0,8.0,5.0,8.0,10.413766921174181,1,0,Assez Bien
5.740300692661441,3,14.71635826096406,5.620688990198112,2.0,7.532565037806014,10.0,7.0,2.0,7.0,8.547689919981028,0,0,Passable
5.652638180449723,6,15.949101974466956,6.893575127454033,9.0,2.7968059697690997,7.0,7.0,2.0,6.0,13.510308329780269,1,0,Bien
5.012783641606152,3,11.764185626547562,7.507367108596194,1.0,5.897248637188802,10.0,7.0,0.0,3.0,9.138534224232778,0,0,Passable
4.413532166562133,3,14.387761820677465,4.370502279379155,9.0,3.698688129822712,9.0,6.0,1.0,4.0,12.972092811651743,1,0,Bien
1.4615731448739644,3,8.487513749760875,6.730019544045877,9.0,0.0,5.0,1.0,2.0,2.0,9.570438979253574,0,0,Passable
3.9483866930866025,5,13.785523343194292,5.564721724778918,1.0,4.115189469589705,10.0,7.0,0.0,7.0,5.073396680550323,0,0,Insuffisant
4.143213708683076,3,13.290358469212672,4.7924828747953665,7.0,3.8327312658189046,4.0,4.0,0.0,2.0,9.726359256553849,0,0,Passable
2.9943068269459525,4,12.01468910913182,7.519191293397908,0.0,5.062804181052559,10.0,5.0,4.0,10.0,6.239615855874814,0,1,Insuffisant
4.596785720834977,3,15.606025969014745,8.547754346885645,7.0,2.3933756800742376,6.0,3.0,5.0,1.0,12.34251486562307,1,0,Bien
6.010127142036346,3,9.11425306753414,8.68208255392324,9.0,2.6599376927545517,2.0,0.0,4.0,6.0,5.032613952386916,0,1,Insuffisant
9.715464753026325,6,10.345298692342181,8.148772702267753,2.0,7.0026736452627105,2.0,4.0,5.0,4.0,9.353557712659011,0,0,Passable
5.436444532079597,4,11.334117144754037,6.005260933719474,1.0,3.1596335037587195,9.0,2.0,1.0,8.0,9.818954098738706,0,0,Passable
5.64387597680691,7,7.396361601187098,8.429099522927011,8.0,0.0,7.0,8.0,1.0,1.0,10.902214786798996,1,0,Assez Bien
4.813885210584582,0,11.794261803300868,7.618108876208575,4.0,5.226111120856672,7.0,3.0,1.0,9.0,10.45610358622789,1,0,Assez Bien
0.2030719617523964,6,4.983743554661536,7.267883765904027,4.0,6.156411491659554,5.0,9.0,0.0,6.0,1.8129943513426585,0,1,Insuffisant
4.933715311376957,3,14.664340870498732,5.7766137565964035,5.0,6.134409045304864,7.0,1.0,0.0,2.0,6.699101311948019,0,0,Insuffisant
5.150575524852566,4,11.16323078298088,6.006247745316943,3.0,2.461667635877129,9.0,3.0,4.0,8.0,9.743521469483518,0,0,Passable
11.158105281213215,3,9.176874836336829,7.147773872249108,6.0,4.000572354632406,10.0,2.0,2.0,5.0,14.495588463257176,1,0,Très Bien
4.5190975880471935,5,8.079692356967074,11.879748933971003,6.0,5.3281939752420255,5.0,2.0,5.0,5.0,7.008026110627406,0,0,Insuffisant
5.753868355834031,3,10.178973396332843,7.60248496018278,10.0,6.409781701692605,9.0,4.0,5.0,5.0,9.304070576523058,0,0,Passable
4.913220575736892,2,13.408908987703448,5.777622995499428,8.0,5.255200961883269,1.0,0.0,1.0,7.0,13.716902255390838,1,0,Bien
2.07830490595117,1,12.917086425581463,5.335221110061115,5.0,5.939059215158089,3.0,4.0,5.0,7.0,9.272733198874514,0,0,Passable
7.857057036287552,4,8.530617184525386,6.016466774687594,0.0,2.1696312747502677,7.0,7.0,3.0,10.0,11.654877935215827,1,0,Assez Bien
6.8798325817169355,9,8.03886114580328,11.35458689509813,8.0,0.0,4.0,9.0,1.0,7.0,6.923354219592573,0,1,Insuffisant
6.977579867607617,2,13.299145472118767,6.201486708108076,9.0,6.6342380057777195,2.0,8.0,5.0,10.0,15.536463454553461,1,1,Très Bien
2.7265313630131525,6,8.471784083847396,8.813741069220569,8.0,1.634955308700997,3.0,0.0,4.0,2.0,4.859627775625421,0,0,Insuffisant
8.506985777340248,5,11.209684209278262,6.248143509057288,4.0,3.5714477157227376,7.0,1.0,5.0,8.0,8.473516366955574,0,0,Passable
1.495372343019298,3,11.43314124883497,7.5223690825592575,6.0,6.019607369320961,8.0,1.0,0.0,1.0,11.653631487243063,1,0,Assez Bien
6.467142734500676,3,12.092217461043585,8.583490548017444,0.0,4.066715126436372,9.0,5.0,4.0,2.0,12.821433344383493,1,0,Bien
10.476139064524947,2,14.003946505636552,5.856194300380152,3.0,5.756675479329498,6.0,0.0,4.0,7.0,16.571830111036252,1,0,Très Bien
2.523659187173279,4,6.579629720964371,5.717776691694461,9.0,10.0,10.0,10.0,4.0,4.0,6.173056459782273,0,1,Insuffisant
3.58425567599307,3,4.310942361588293,10.31773938891066,3.0,5.378789672450194,9.0,0.0,3.0,10.0,3.312663418680876,0,1,Insuffisant
5.249128412719103,1,9.01393451570077,8.969185789791593,4.0,2.178411071097309,4.0,1.0,3.0,10.0,14.333449412509744,1,0,Très Bien
3.7413108647095017,5,17.30534942741265,8.581344637381456,5.0,0.38196634775935134,5.0,3.0,5.0,9.0,8.370703862404927,0,0,Passable
1.1233414223346685,4,18.077609350305824,8.574552586245828,3.0,5.691699886955004,1.0,1.0,1.0,9.0,6.22260033181157,0,1,Insuffisant
5.171407437015068,7,17.409119974480607,7.919150976622131,5.0,4.203767602701067,9.0,3.0,5.0,3.0,11.837848220229475,1,0,Assez Bien
2.344240715684738,4,10.324565212837586,11.03555162635013,9.0,0.552600681952216,9.0,2.0,5.0,3.0,10.564817702393363,1,0,Assez Bien
6.183981076587954,7,4.762597213053099,7.087816603754313,6.0,6.947675883440562,9.0,2.0,5.0,9.0,8.832150450165635,0,1,Passable
2.7014394144154923,4,2.7993631442185567,8.15452473440184,2.0,5.8103715472690975,3.0,8.0,0.0,10.0,0.8490267746890205,0,1,Insuffisant
8.874836012543849,3,8.85086643457706,4.098174142811975,8.0,3.9710360384241508,10.0,7.0,4.0,8.0,15.979975559679556,1,0,Très Bien
3.041866769159407,0,10.306742294477239,5.350078626817519,7.0,9.467016234145117,10.0,9.0,2.0,1.0,9.441108388003853,0,0,Passable
4.194846209485811,4,15.552188903695857,4.598362000329919,0.0,6.557924922911033,10.0,8.0,1.0,6.0,9.955531104316044,0,0,Passable
7.033793043424174,1,14.03731910839856,9.548127167032298,1.0,1.5233901241342824,8.0,0.0,1.0,7.0,10.881131053485621,1,0,Assez Bien
1.922839208915112,3,11.795917776470672,3.0,1.0,6.931580151290432,3.0,4.0,4.0,8.0,3.506051316831892,0,1,Insuffisant
5.568649836510324,3,7.885543301706004,6.1953799544945545,9.0,4.637304538230913,6.0,3.0,1.0,2.0,8.495005680890563,0,0,Passable
8.26785688570607,2,7.637271546142884,3.0,8.0,8.733271419499477,5.0,10.0,4.0,1.0,13.811494956192705,1,0,Bien
0.9812919135969311,5,11.889446904750024,5.33742420903622,8.0,6.3574598856518065,8.0,8.0,1.0,4.0,9.425013377361937,0,1,Passable
5.461584646330761,5,13.439678425939043,6.018102100536267,8.0,5.210763225531636,3.0,2.0,5.0,1.0,11.433473561668933,1,0,Assez Bien
5.649706985621059,5,12.371584417859546,9.769742187588088,0.0,5.068445261284778,1.0,4.0,0.0,2.0,10.766896593005534,1,0,Assez Bien
6.954557179443276,3,7.3789071413767084,7.793255878442914,6.0,1.028787453882507,9.0,7.0,1.0,3.0,11.200042504427067,1,0,Assez Bien
1.9076232228047951,4,13.277336700772302,5.333716953342067,10.0,2.7199421791787355,10.0,9.0,1.0,4.0,10.867867852818609,1,0,Assez Bien
1.698858467289309,0,12.49068838485494,9.131927439463652,2.0,4.52088168040279,9.0,4.0,2.0,6.0,7.6346708941862325,0,0,Insuffisant
6.304853914042244,3,7.252667578334377,7.035664509059515,10.0,0.5706254236468054,3.0,8.0,0.0,8.0,10.760761100322298,1,0,Assez Bien
5.742461683082965,3,8.254876603949105,7.075133717414505,8.0,5.167972359386113,2.0,1.0,5.0,9.0,8.35392495949264,0,1,Passable
5.626232125864691,8,13.409735910965484,4.594656984456016,7.0,2.1418048046043103,4.0,5.0,0.0,4.0,10.672266923411444,1,0,Assez Bien
5.866120523742439,4,10.179223626989382,5.019972572193721,2.0,3.017050458602416,8.0,4.0,0.0,1.0,11.64014383398617,1,0,Assez Bien
3.2999381960537733,4,16.5620155557276,5.349805400108951,0.0,5.776751258176492,6.0,8.0,1.0,5.0,9.407971273807455,0,1,Passable
5.580634242902509,4,12.753952466226018,7.09292254630838,8.0,2.610125184451324,10.0,6.0,3.0,5.0,13.505120508820863,1,0,Bien
5.732681183246703,2,9.296790841337558,7.15577145396135,9.0,5.17371899572675,1.0,7.0,1.0,9.0,8.775567551674097,0,1,Passable
3.21412145493408,5,10.964280398631736,10.088185327048091,0.0,4.362425064829759,8.0,6.0,4.0,6.0,9.373286624705127,0,0,Passable
9.664436277861892,2,11.221841874232014,7.7701103358756685,2.0,1.3534385259571837,5.0,9.0,2.0,5.0,12.48554809292477,1,0,Bien
6.184582302279469,5,8.450633903654015,3.0,5.0,6.203484099763303,6.0,9.0,0.0,10.0,9.107153465917031,0,1,Passable
2.0217412569933786,3,7.8059413063783065,7.525283975743381,5.0,6.331883080790648,5.0,4.0,4.0,10.0,4.905835888024451,0,1,Insuffisant
6.6413840215845745,4,13.454864628333247,4.099967287664935,10.0,6.467760496088649,10.0,10.0,5.0,5.0,12.370108472691264,1,0,Bien
2.5632958244316963,6,13.958456539647335,5.068058150776928,9.0,8.769201585784948,5.0,4.0,4.0,8.0,4.944237114188684,0,1,Insuffisant
6.96771150935613,3,13.113235143435356,5.37566105654734,3.0,2.972162246614973,3.0,10.0,3.0,1.0,15.684166605167173,1,0,Très Bien
7.89648894751851,9,16.303613330133306,5.673323352975396,1.0,0.0,4.0,3.0,0.0,5.0,9.395624831118429,0,0,Passable
2.9482942041207236,4,9.103793673959393,4.249701215919394,9.0,2.357484300860785,5.0,1.0,1.0,1.0,15.413480943724984,1,0,Très Bien
7.4084403231108045,4,16.859947681248954,7.406964006904575,5.0,6.398730013550306,2.0,8.0,0.0,7.0,14.150343466376468,1,0,Très Bien
6.031952317341245,1,7.8467760850604655,4.178395429818082,9.0,3.7965751913488814,6.0,9.0,2.0,7.0,12.197413108496947,1,0,Bien
7.055150399986225,7,7.455600528210275,7.713335214499693,4.0,0.4880682927188671,2.0,9.0,0.0,10.0,10.83645259311946,1,1,Assez Bien
9.741982456634869,4,4.840143912477624,11.47394215412326,5.0,0.0,4.0,9.0,4.0,8.0,12.261284255488018,1,0,Bien
4.386529709992824,4,9.439716401606141,4.341281882131872,6.0,7.550887529208497,1.0,9.0,4.0,7.0,4.737962604181211,0,1,Insuffisant
3.115659589106276,4,9.236971821096912,6.430979391321555,10.0,5.521456392070981,4.0,2.0,1.0,9.0,7.382862932079463,0,1,Insuffisant
2.776213925936192,3,12.840780480891276,3.0,8.0,2.758335685634745,7.0,10.0,1.0,8.0,8.216297447333021,0,0,Passable
2.960474287586404,1,11.853618295671579,6.398129414059734,6.0,8.706288827040252,8.0,10.0,1.0,8.0,6.1238224820764895,0,1,Insuffisant
4.80724572646474,3,6.8245932014330215,8.285434305262967,3.0,10.0,2.0,2.0,5.0,3.0,7.84691897199399,0,1,Insuffisant
5.852879937041609,9,9.625458165509638,8.441278462714534,9.0,6.587112758472686,3.0,2.0,2.0,10.0,6.854743162848073,0,1,Insuffisant
5.691726998325048,2,9.699882926193101,7.154727460568194,4.0,5.888358044046957,1.0,7.0,5.0,4.0,12.190156786255717,1,1,Bien
7.06795812259006,7,4.784062135633375,8.778526849517952,5.0,5.320633998356014,7.0,5.0,5.0,4.0,7.870517695261568,0,0,Insuffisant
5.032504729694767,2,7.5666864554532065,12.0,8.0,6.139224041945484,4.0,0.0,5.0,1.0,15.417662593312508,1,0,Très Bien
8.633835192893292,5,8.302152292850687,10.4246093748752,4.0,8.895924516960925,10.0,2.0,0.0,6.0,9.399334726690643,0,0,Passable
4.33835791690511,0,16.01768756937331,5.954958141180726,4.0,1.5682042966109004,8.0,3.0,3.0,2.0,13.007047465661048,1,0,Bien
11.800422916474048,3,11.670077505850735,4.097792027066523,6.0,3.152308974259972,5.0,1.0,0.0,9.0,13.227654501987125,1,0,Bien
6.564168369412515,9,13.317590638816249,6.187697166852393,1.0,3.880531171914717,9.0,5.0,1.0,1.0,9.2331419429348,0,0,Passable
2.8571061089592935,6,5.7547757599777585,5.106034468765303,2.0,5.435771212444026,6.0,9.0,2.0,1.0,6.855324962250794,0,1,Insuffisant
2.3227687548472193,8,15.179750690548971,7.902695095729265,1.0,7.9135641593620445,10.0,0.0,5.0,10.0,5.227902380268563,0,1,Insuffisant
6.206181038107963,5,15.553857220584325,4.637612921141004,9.0,5.032073233949174,2.0,0.0,0.0,6.0,10.93755244158329,1,1,Assez Bien
4.441343036685373,5,4.005792614993808,6.854355134819316,9.0,5.5630846711676805,1.0,7.0,4.0,1.0,9.580387205008678,0,1,Passable
6.78500123523023,5,8.531391466294531,8.676028109072622,1.0,5.691793118375815,1.0,3.0,5.0,3.0,6.4990115702675695,0,1,Insuffisant
6.183094061433862,2,12.735179505554287,6.798608254365646,2.0,4.057714151738846,9.0,0.0,0.0,10.0,6.455118275472574,0,0,Insuffisant
4.817927718357818,9,13.255359587383637,5.107372354504407,5.0,2.959669777157525,1.0,6.0,4.0,2.0,8.076379551365298,0,1,Passable
2.8830157048289875,5,8.625268443294724,9.349628115171384,4.0,4.18669151802207,3.0,8.0,0.0,9.0,4.848258361218813,0,1,Insuffisant
1.2128819382853386,1,9.930751879312215,3.2420381104923455,10.0,2.3642599533197632,2.0,9.0,0.0,5.0,6.976920575266737,0,0,Insuffisant
3.883712619832447,4,8.909166286342,6.344409888245074,4.0,2.407259936505898,4.0,6.0,5.0,6.0,3.8986172098255656,0,0,Insuffisant
7.14099698580868,5,11.386463164311419,6.91667995323733,1.0,4.920088936375532,1.0,0.0,0.0,2.0,7.798280524136031,0,0,Insuffisant
